name,level,sex,ctime,rcount,like,content
面包绅士のdamedisi,6,保密,1551274847,2,44,在广州，没有一个店的人敢鼻子上扬的，因为你永远不知道穿着土爆了的人的银行卡里有多少钱(｀・ω・´)
區區一隻琪露諾,6,保密,1550946938,5,24,说实话，从以前就不喜欢这样的节目，所有新闻老是有开头没有结尾，甚至都没有处理结果，看久了容易产生负面情绪[小电视_发愁]
八块腹肌的妹子,5,保密,1550332933,2,3,漏那个  我也碰到过 不过是漏电  房东还特恶心
智障先疯,4,男,1549182450,1,16,"真实事件：我姑姑的小区，一个姑娘由于个人情感问题，半夜报复男方，用高度白酒烧对方的车。烧了九台车，半夜住户发现火情，并报火警…
地下停车场没有监控，没有火警报警器，没有消防水枪，喷淋设施等在内的任何消防设施！！！就连火情都是业主发现的，事后，女子自首，可是，到现在，被烧车的业主都没个说法。一个新小区！！！竟然没有消防设施，神奇不？要说削防没收钱我是不信的，至少也得有PY，我姑姑的朋友有一辆刚提出来2周不到的新车，都被烧成车壳，火灾发生时有的老人，见从电梯井冒出的浓烟差点跳楼…"
未渐桥,6,保密,1549171350,2,9,就一直很好奇  这些荒诞事件后来都是怎么解决的？ 或者说 解决了么？  希望节目能加个合理的后续处理 哪怕一句话带过。不然现在这样看起来就一猎奇节目
傻得天真无邪,6,保密,1549164287,2,29,我希望看到的是这些事情是如何公正合理的解决的，而不是和一堆沙雕网友哈哈哈哈哈哈哈
七曜之贤,6,保密,1549129982,0,7,希望在简介中放上传送门，有些没看到的好想过去看
肯定不是我的锅,4,保密,1549123869,0,3,1818黄金眼三大男神：又是你 李戈，灵魂拷问 卢记者，你们的老公 小杨
啵啵妙蛙,6,保密,1549111602,0,36,是真的喜欢黄金眼关心底层群众的态度，而且很务实而且讲道理还有趣。今天看微博上的一个什么采访，一直套别人话，也不礼貌，很不专业
未渐桥,6,保密,1549171350,2,9,就一直很好奇  这些荒诞事件后来都是怎么解决的？ 或者说 解决了么？  希望节目能加个合理的后续处理 哪怕一句话带过。不然现在这样看起来就一猎奇节目
七曜之贤,6,保密,1549129982,0,7,希望在简介中放上传送门，有些没看到的好想过去看
顽皮的小白,6,男,1574644741,0,6,"我觉得正是由于执法监管部门的执法效率低，对这类人的惩罚力度低，导致这些商家有恃无恐，导致我们这些被蒙骗的人要找1818黄金眼这样的媒体，现在一旦出事我们很多人不是第一时间去找执法部门解决，而是选择找媒体曝光，这说明什么，这说明某些政府部门执法效率和公信力还没有一个地方电视台的电视节目高。虽然近几年我国工商和民事纠纷执法效率得益于新领导人上台进行的改革与严抓腐败和懒政，相较于过去有很大提高，但是从这档节目来看执法部门还有很大的提高空间，对不良商家的惩罚应该立法加大惩罚，同时促进执法部门体制内改革。
从节目中可以看出，有些执法部门很多时候对这些不良甚至违法经营的商家的了解比我们这些观众还晚。
为什么消费者遇到不良商家问题首先是选择这档节目而不是执法部门，就是因为执法效率低，再加上我国各类执法部门繁多，消费者不知道找哪一个，哪一个有用。也有些执法部门推脱责任，将自己所属责任推脱成民事纠纷应找法院（有些确实属于民事纠纷），执法部门对不良商家的审核，调查效率较低，还有就是民事纠纷打官司，你们执法部门，法院有大把的时间可以去慢慢调查，慢慢审核，慢慢地督促赔款但是普通消费者耗不起，遇到这种事的都是普通的中下阶层，每天要上班工作养活自己和一家老小，如果执法效率低下，谁愿意跟你耗，等整个流程走完估计都不知道多长时间。[doge][doge][doge]"
一朵一朵yido,6,保密,1556196585,1,5,黄金眼拍摄的这些案例最后都怎样了？ 是解决了还是没解决？ 如果没解决，这个系列的纪录片是想告诉观众什么？
超污云,6,保密,1556111346,0,5,看着是挺有趣，只是不知道结果，看得很不爽，看来我不适合看这个啊[小电视_发愁]
违规用户名泰隆,5,男,1552143029,0,5,我妈也做家政，也跟那阿姨一般大了，看到她那样我笑容突然凝固
高质量中爱病2号,5,保密,1559292991,0,4,"不要以为那位受害人承担一半责任的说法是个例！
有一次我的手机被一个陌生人绊倒摔地上，后盖玻璃碎了，他就跟我协商，只赔偿一半损失。一直协商了半个多小时，我坚持要求要么全额赔偿，要么去警察局，他才愿意赔偿。
只能说人性是必须通过一些突发事件才能检验出来的，自己所想象中的世界，总是过于美好或者过于恶劣。[捂脸]"
上瘾上瘾丶,5,男,1551767379,0,4,我想问一下既然报道出来了就没有解决的问题吗，
抱只软猫,6,女,1549190149,0,4,b站发视频的时候把时间那期视频的av号发下呗，很多人都想补看的
猫妖今天也在自闭呢,6,女,1549110020,0,4,av41675896第二集
有在认真摸鱼了,5,保密,1549107484,0,4,实属逻辑带师，我寻思是不是该安排一下邻居（房东）
吃c瓜,6,男,1549106191,0,4,"灵魂烤问av40964489
战术撤退av41675896"
3226546,5,保密,1552748294,0,3,有了黄金眼，浙江台用算有个能超过芒果台的节目了。
八块腹肌的妹子,5,保密,1550332933,2,3,漏那个  我也碰到过 不过是漏电  房东还特恶心
鱼丸离轴转,5,女,1549543942,0,3,哈哈哈哈哈哈沙雕新闻合集我爱了
Kriasoul,6,保密,1549165374,0,3,这个黄金眼啊，我是期期都看
何故梦仙君,5,保密,1549163315,0,3,什么，一月霸权更新了？
肯定不是我的锅,4,保密,1549123869,0,3,1818黄金眼三大男神：又是你 李戈，灵魂拷问 卢记者，你们的老公 小杨
九十九bjt,5,保密,1549108798,0,3,他们的逻辑就是占便宜没个够，吃亏是不可能的，这辈子都不可能吃亏的
嘘嘘嘘嘘嘘嘘昱,5,保密,1549107967,0,3,多发弹幕，多评论。有机会上电视
bili_348747294,4,男,1549105310,3,3,欢迎来到走近科学
晏几道弯,6,保密,1549105477,0,3,《神奇逻辑在哪里》
只有改名才能让你中奖,5,女,1549105229,0,3,(〜￣△￣)〜
马熊,6,保密,1606798468,0,2,哈哈哈哈哈哈哈哈哈杭州人表示这是我们小时候的快乐源泉了 还有阿六头说新闻 希望能给全国的大家都带来一些快乐！
命运·提线木偶,6,男,1558524993,5,2,查水表的在此，没错……真正意义上的查水表的…… 表后漏水一直是用户自己承担损失，表前漏水才是管理方的责任……这是写进合同的。你一个住在现场的人都没发现漏水……却责怪抄水表的？我吃你家大米了？[蛆音娘_吃瓜群众]
不麻麻辣烫,6,保密,1554735337,0,2,"《bilibili@黄金眼》大型连续剧
第一期：av40964489《灵魂拷问》
第二期：av41675896《战术撤退》
第三期：av42378662《神奇的逻辑》
第四期：av42539263《年度测试卷》
第五期：av43617154《无中生“友”》
第六期：av44371917《要不得的“任性”》
第七期：av45022959《意外的“惊喜”》
第八期：av45683626《较真》
第九期：av46344731《“托尼老师”》
第十期：av47027662《“变魔术”》
第十一期：av47738672《真相只有一个》
第十二期：av48381283《“硬核”--汽车篇》"
请输入新心昵称,6,保密,1550928586,0,2,突然发现新闻很有意思
脑浆炸裂栗子君,6,男,1550925593,0,2,你吼辣么大声干嘛? 你去找物管啊 铁🍔🍔
花期寥寥,5,男,1550339650,0,2,就是看着玩阿
KevinXG,6,男,1549357098,0,2,有谁和我一样天天上b站必须得看个新闻的么
尤娜雷斯卡,6,男,1549192558,0,2,这些其实就是老赖的独有特征，如果他们欠钱肯定是赖着不换的
猛兽蓝,6,男,1549176953,1,2,天下物业一般黑，不干事，还骗钱，真的恶心人
离生,6,保密,1549177248,0,2,妙啊，房东你这个解释很符合法律精神，明天来我HZY上班
Aii謊讠君,5,保密,1549174946,0,2,把王东家炸了  王东自己承担一半责任 其他责任给开发商和炸弹生产商  我只是意外引爆炸弹不小心扔进去的
晚风从不喝酒,5,男,1549166703,0,2,为最后的大姐感到同情
TOM表姨,4,男,1549164256,0,2,哈哈哈，说得好。
Aperionx,5,男,1549163376,0,2,可以发后续吗
伊戈达拉,6,保密,1549163249,0,2,汝甚短
就让我咬一口,6,保密,1549114638,0,2,遇事不决，量子力学
徐云流的斧头,6,男,1549113266,2,2,有时候女人的逻辑更看不懂（＃－.－）
管埋员001,5,男,1549106372,1,2,我们是正经的新闻节目。
楼上房东,6,保密,1549106318,0,2,？？？莫名其妙的就被骂了
吃c瓜,6,男,1549106191,0,4,"灵魂烤问av40964489
战术撤退av41675896"
bili_348747294,4,男,1549105310,3,3,欢迎来到走近科学
晏几道弯,6,保密,1549105477,0,3,《神奇逻辑在哪里》
只有改名才能让你中奖,5,女,1549105229,0,3,(〜￣△￣)〜
熬夜变板板预订两大碗,5,保密,1642290466,0,1,还有没有第二季
餐无湘菜饭不香,5,保密,1637888516,0,1,逻辑不是用来欺负人的！
柚子也很好吃,6,保密,1634186287,0,1,每个视频都没头没尾的
可乐企,5,保密,1621167415,0,1,没有结局，是个神马意思，给甜枣，再打一巴掌，当渣男吗（/TДT)/
穆木苏二,6,保密,1618511277,0,1,这个节目还是别做下去了，全是有头没尾的，要做就把处理结果做出来，全放个开头有什么意思？
砍柴小阿哥,6,男,1608559758,0,1,@攻与受之歌
夺了个笋,5,男,1596552307,0,1,看这些不公道的事情，我感觉很真实。现实中有很多这样的人，真的很多。关乎自己利益的时候他们就会放弃道德。
MiaowKitten,5,保密,1592918067,0,1,希望可以回头报道事件结果，看恶人受没受到惩罚，每次看得很生气但都没有结果，谁知道这些恶人还是不是逍遥法外继续作恶。[生气]
就学一点点叭,5,女,1586759332,0,1,为什么有种蜜汁搞笑[tv_doge]
冷月映冰,5,男,1577679653,0,1,建议黄金眼曝光一下“石王”……行骗11年大名鼎鼎的传说级无赖骗子
愤怒神经,5,保密,1573158953,0,1,用水的那个。。海澜之家[囧]
阿超不是超人,6,男,1572362802,0,1,这个大姐后来怎么样了？王董该给的钱给了没有？
星辰stars,6,保密,1572352074,0,1,[小电视_发愁]所以陈大姐这事有后续吗……心疼她
养生社畜满口肉,6,男,1572346477,0,1,"以前读大学的时候我也被赶客过。我和另外两个同学在天府广场附近逛，天太热了走进一家卖西装的店里凉快一下顺便看看他们的西装(时间太久远了记不得是哪家西装了)。这时候走过来一个销售员，她问我们:先生请问您们是要选购男士西装吗？同学说: 我们今天来逛逛，看看您们的西装，暂时不买。销售员接着打量了我们三个一会儿，然后很温柔也很客气的，不过眼神怪怪的，说出了一句饱含深意的话: 先生，我们这边的西装都还是比较贵的，这边都是一万元一套以上的，您们应该是买不起的。然后我们几个错愕和震惊的呆住，几秒之后，我也通过量子波动传输，读懂了这位销售员话里的深意，然后彬彬有礼的回答了她: 噢噢，是呀是挺贵的，那我们去别的店里再逛逛叭，不好意思。
然后，我们走了
没错，作为当代大学生，我们很清楚这个销售员其实就是在赶客，因为看我们哥几个的穿着打扮或者长相，一眼就能看出是没几个钱的年轻人。但是作为当代大学生，在面对如此有礼貌的赶客的时候，我们也不会像没素质的人一样劈头盖脸跟别人吵起来大打出手。这赶客还赶的一口一个先生，把我们都叫的脑阔发麻。但是，这位赶客的销售员，她小小的一句话，赶走的不仅仅是我们几个小小的客人，而是职业的修养和操守，赶掉了奢侈品行业在人们心中的美好形象，暴露了潜在的社会问题。我们也很清楚，当我们看到有一家商店这样做了的时候，那么肯定就已经有千千万万家奢侈品商店会这样做过了，这一定是全社会的一个问题，不只是一个个人的问题
不过，如果大多数人心中的逻辑就是人有高低贵贱的话，那上面这些，也可当我没说  。"
可可味老婆,5,男,1569651762,0,1,不跑路不失联，我只是不干了[doge]
正是河豚欲上时,6,女,1565021710,1,1,"不知道为什么我越看越气呀[生气][生气]
很多部分都是看到死皮赖脸的不知廉耻的那方被调侃后没有下文了??我想看他们被惩治的那些，好难受哇[大哭][大哭][大哭]"
暗自靜酌,5,男,1564879991,1,1,停不下来呀看的。
动动茄子,5,男,1564143317,1,1,我就想知道解决没？！
在别处的牛肉面,5,男,1561927417,0,1,物业是最恶心最没有职业操守的一群人
喝冰咖啡的烧面,6,保密,1561875295,2,1,黄金眼节目 的bilibili评论看的我好开心  [小电视_赞][小电视_赞]
伟歌歌,5,男,1560825655,0,1,是不是这个意思我把别人打伤了？他自己掏自己医药费，他自己也有责任
御坂19016号,4,保密,1559057082,1,1,所以后续都解决了吗？
循此苦旅以达天际i,6,男,1558942879,1,1,上瘾了 上瘾了
斗战神vv,6,男,1558527691,0,1,最后结果呢，都是不了了之的吗
De_moon,6,女,1557172753,0,1,原来这年头ysl都不算奢侈品了。。一个包包和香奈儿差不多呢。。大家都好有钱
织布机乀咕,6,男,1556891836,0,1,其实是楼下的错，因为楼下住的是佩恩
MayandWine,5,男,1556854905,1,1,如果我同桌说话太大声，然后他说你不听啊，这种情况应该怎么办，求网友解答。
福岛大伊万,6,保密,1556155487,0,1,物业公司只维护公共区域的设施设备和卫生环境，你水表以内的都和物业没关系。我有的同事甚至因为地下室渗水或家里短路不交物业费，呵呵！我找物业干活都给钱，除了修门禁！
楼林子,6,保密,1556144750,0,1,哇，杀完人被杀的承担一半[微笑]
一零落成泥碾作尘一,6,男,1556131236,0,1,只有经过没有结果！我整个人就像——楼上漏水归我赔！杨树林里狗眼霉！三方检测错在我！千万才郎爱谁谁！——般难受啊[生病]！！我想知道后续啊啊啊啊[生气]！！
天才机智井喵娘,6,保密,1555270864,1,1,圣罗兰不算奢侈品的小心装逼装劈叉哦
uwuPhonkBoi,5,保密,1553348944,0,1,王董的社会语录( •̀∀•́ )
Andemundz,5,女,1553347862,0,1,我们上次不是聊的挺愉快的嘛
soul藤和艾莉,6,男,1552831230,0,1,哈哈哈哈😂在国外笑出猪叫
Andemundz,5,女,1553347862,0,1,我们上次不是聊的挺愉快的嘛
soul藤和艾莉,6,男,1552831230,0,1,哈哈哈哈😂在国外笑出猪叫
AseJT哈哈哈,5,男,1552397529,0,1,这个节目里面的人都是沙雕吗？。。。
人妖仙神,6,保密,1552366865,0,1,黄金眼让我觉得新闻太有意思了
BBBbun,6,男,1550978063,0,1,我感觉一百七十多吨水的那个新闻物业没毛病啊
粢醍沁余年,6,女,1550595501,0,1,！！！！！！？？？？？？这  开头漏水楼上的邻居好像是我认识的一个人？？？？
LYW铭,6,男,1550331862,0,1,性格决定命运，拖欠工资这事打110都没用，打投诉电话需要合同，证据。有的根本不懂这个，所以被拖欠工资的都是老实人
福岛大头菜,5,男,1550331305,0,1,走进西游记
反内卷委员会主席,4,男,1550162160,0,1,漏水画面时的bgm是啥啊
水稻稻稻砸,6,男,1550158853,0,1,剪辑可以啊
你终究无法成为神i,6,男,1550139775,0,1,哎呦怎么回事小老弟
修云_,6,保密,1549678578,0,1,说的太对了，神奇逻辑真的能把人逼疯
Ake枫,5,男,1549552815,1,1,很好的一期节目，果然我不是不爱看新闻，而是没人陪我看新闻，很支持，希望越办越好。
一剑清灵十三洲,4,男,1549466565,1,1,我猜 我应该是296楼
哔哩小无忧,6,保密,1549257296,0,1,更新啦giao
名字被我吃了没关系吧,6,保密,1549245023,0,1,(｀・ω・´)
滴滴刷拉拉,6,男,1549199025,0,1,莱了老弟？
jikopa,6,男,1549186485,1,1,b站发视频的时候把时间那期视频的av号发下呗，很多人都想补看的
砂糖Rosor,6,保密,1549184863,0,1,b站发视频的时候把时间那期视频的av号发下呗，很多人都想补看的
智障先疯,4,男,1549181440,0,1,(≖_≖ )(≖_≖ )(≖_≖ )
小狗泡泡雨,6,保密,1549169947,0,1,那个被拖欠工资的阿姨好可怜 不知道讨到债没
JesPro,6,保密,1549166645,0,1,来了老弟
喝阿帕茶吗,6,保密,1549164106,0,1,终于更新了想死我了[小电视_太太喜欢]
丘海_ReC,5,保密,1549164090,0,1,一月霸权！
双木_Forest,5,女,1549164088,0,1,哦呀呀呀呀呀呀
是浮玉GG哟,6,男,1549162636,0,1,沙雕番更新啦
爱上碧池喵,6,保密,1549159515,0,1,他们给自己办事的时候逻辑都正常，给别人办的时候就不正常了
妻子凉薄,5,保密,1549145977,0,1,看完辽，有点意犹未尽，我已经在期待第四期了
布鲁探花Dible,6,保密,1549136327,0,1,逻辑你好，我是你的破逼人！
Gendo丶,6,男,1549124371,0,1,希望能把素材标上B站发布时间[小电视_笑]
绿豆豆in,5,保密,1549122744,0,1,想知道阿姨的工资发了吗
努力的赖赖羊,6,男,1549121369,3,1,跟这些智障生活在一个国家真他么痛苦，为什么不以（da）理（dao）服（ta）人（ren）
文且二,6,男,1549119947,1,1,王董当场去世，失去了理智
绫零柒,6,保密,1549117155,0,1,这些新闻我很想知道后续怎么样了。漏的水怎么算的，大姐的工钱给了吗？
星空下的孤独,6,男,1549116504,2,1,我一直搞不懂物业是管理为主还是服务为主？
二阶堂Saki,6,保密,1549115972,0,1,"王董真的叫王董？
不是叫孔董？"
黄色海参,6,保密,1549114778,0,1,我想知道这些没有结果的事件最后都解决了没呀。比如不付工钱 真的很可怜..
AiceHuajill,6,男,1549110829,0,1,YSL，吔屎啦
椰茶c,5,男,1549109780,0,1,球更没有用
鹤顶红顶级品鉴师,6,男,1549109112,0,1,第一个神作我居然没看过！被房东的逻辑折服了！错的是世界不是我！
椰茶c,5,男,1549109780,0,1,球更没有用
鹤顶红顶级品鉴师,6,男,1549109112,0,1,第一个神作我居然没看过！被房东的逻辑折服了！错的是世界不是我！
铲之勇者,5,保密,1549108708,0,1,根据我的经验像这种非要跟你谈理想谈人生谈志同道合。不是传销的就是非法集资的。
抽奖把把中,5,保密,1549108051,0,1,常规操作：无中生友
光明天气候,6,保密,1549108028,0,1,我本来是很讨厌看1818黄金眼和拉呱类节目的，现在，真香！ 我要投币！别拦着我！
PL-15,6,男,1549107490,0,1,这期节目挺有意思的
灸宇,6,男,1549106896,0,1,问下1818王董的钱给了吗，她是假的吗？
876xqq,5,保密,1549106619,0,1,感谢黄金眼，少有的真正帮助老百姓的节目！
偷税の滑稽,6,保密,1549105864,0,1,抢楼
韶年Q,5,男,1549105746,0,1,(｡･ω･｡)哈哈哈哈哈
是吉兴不是即兴,6,男,1549105948,0,1,陈大姐那个真过分！
Xppdada,5,男,1549106013,0,1,av38512103    圣罗兰
零_更新,6,男,1549105323,0,1,我 热评 点赞
这里的大家再见啦,5,女,1549105316,0,1,我是13(⌒▽⌒)
尘夜-,5,男,1549105262,0,1,第一
N弗与,5,女,1549105247,0,1,（¯﹃¯）口水
细细描述,6,男,1549105675,0,1,第一噢耶哈哈哈哈哈哈哈哈哈[2233娘_大笑]
月のMelody,6,男,1549105669,0,1,x档案的bgm啊……果然逻辑学是神秘莫测的
HimRichard911,6,女,1549105573,0,1,第一
flycat_飞猫,5,保密,1549105497,0,1,编辑皮啊
TOM表姨,4,男,1549164256,0,2,哈哈哈，说得好。
徐云流的斧头,6,男,1549113266,2,2,有时候女人的逻辑更看不懂（＃－.－）
零_更新,6,男,1549105323,0,1,我 热评 点赞
青城问剑月夕花晨,5,保密,1633140913,0,0,第3集王董的，有谁能给个链接吗？想看全。
摩尔曼斯克不冻,4,保密,1632222053,0,0,王董那个第几期？？我去看看
女神no光,4,保密,1629803538,1,0,我觉得不买就不要去人家那店里坐着
路灯和绳索,5,女,1629709075,0,0,面对黑暗不公  用温柔是行不通的   要用火
就这么中了毒,5,保密,1627963745,0,0,我之前租的房子漏水了，我和房东每人赔了四千块。。。。
苹果是橙子味,5,保密,1626000633,0,0,我自犯自审自判
小怪兽吃蛋糕V,4,保密,1625902641,0,0,[藏狐]
znzkemd,2,保密,1623591688,0,0,看不懂我傻了
-蚊子血与米饭粒,5,女,1619540158,0,0,妈呀我跟我男盆友连麦睡觉我怕他听到我笑没有睡觉我憋的好难受[笑哭][笑哭][笑哭]
BarbaraGoAway,5,保密,1619282132,0,0,看到最后我笑不出来了……
东方耳朵,5,保密,1615267874,0,0,希望节目最后能给事件说明一下结果。
北美洲正直の草莓,5,保密,1614609796,0,0,我想知道结局啊！每次看到一半不爽
朋朋甜不甜,5,保密,1608639373,0,0,YSL他家一直都是导购狗眼看人低。。。买个口红什么的，感觉自己跟萝卜丁一样贵的狗眼
可爱的爽太郎,5,保密,1604292286,0,0,可以发现，这个女顾客的确不准备买，就是因为觉得没面子，说自己“准备”买。
game游侠,5,男,1603969950,0,0,林子大了，啥鸟都有，社会大了，鱼龙混杂
爆酱荞麦丸,3,保密,1599055703,0,0,希望黄金眼看看大连美罗国际公司[微笑]
九烟丶,6,女,1597830519,0,0,他妈的 我出不去了  救我
TheSilenced,5,保密,1597363578,0,0,快乐的源泉，爱了爱了
PPT_Monster,5,男,1597024527,0,0,这种B房东，我看应该怪当年给你妈助产的医生没把你当一泡屎丢进垃圾桶
肆钰子,5,女,1596827853,0,0,看的我觉都醒了
Maruisz,5,男,1596729615,0,0,那个楼上漏水情况 我也遇到过 是楼上厕所漏水。我让楼上维修 第二天他们的中介来告诉我 楼上和我一人承认一半的维修费用。 当时听到就很冒火 我直接联系了房东 我说如果我看到第二天还在漏那我就把厕所天花板砸开 你们就别用厕所。 第二天自己就修好了。所以说有时候遇到那种把你当白痴的人  还是当恶人好
一个纯正的希厨,6,男,1596574888,0,0,额 至少我学的日本的民法规定 即便造成的是不可预知的后果 都得赔偿相关损失 这个房东逻辑也太强盗了
SCB西木SAMA,5,女,1587735005,0,0,转发出去 “危害”社会[吃瓜]
李开咕同学,6,男,1584712728,0,0,[滑稽]
瞎玩一气,5,男,1583429319,0,0,我觉得被淹房主应该负责一半，谁叫你买别人下面的楼，你眼瞎，你活该
唯一神-音,6,保密,1582093916,0,0,其实就是奢侈品的激将法，先狗眼看人低，然后你就会生气，然后就会买东西来打她的脸。
Answersheet123,4,保密,1580354253,0,0,所有问题都没有解决方案，看的好难受
lifeofmylife,5,保密,1579453040,0,0,最高贵的是美德
觉醒d喵,5,保密,1578791967,0,0,关于神奇的逻辑不管现实中还是网络中都是普遍存在的 比如类似你行你上理论 而且这种你行你上还有很多变种 如果你的思维方式跟不上 就会吃大亏[囧]  更恐怖的是那些不是故意逻辑谬误的人 自以为自己的话毫无问题 而且无视理论 情绪化 只认定坚自己的话[doge]
什玖夏猫,6,男,1573187471,0,0,逻辑气人
风风小小李,5,保密,1572623505,0,0,哈哈哈哈哈
Sado_Gian,6,保密,1572619971,0,0,"漏水的那种，以前我家天花板有个地方有发霉问题，去楼上查了下是因为楼上做工什么的全都有问题，她们不愿意赔偿，也不愿意修自家的水管防水问题，还蛮拽的
后来是我妈说行呗叫了装修的打防水针，把他家漏水点也打了"
莫名其妙的球,5,保密,1572532773,0,0,11
包菜大军压境,6,男,1572522780,0,0,哈哈哈哈哈哈哈哈哈
RF55383,6,男,1572492552,0,0,这小节目，几分钟一集我硬是感觉看了半小时一集[小电视_害羞]
好大姐郭老妞,5,保密,1572362956,0,0,家里漏水的小黄是不是杨树林的导购[doge]
呢称五个字,5,保密,1572361228,0,0,看新闻咋跟追剧一样啊[妙啊]停不下了
铃儿和钰秀,5,保密,1572360860,0,0,鬼害着
账号已注销,0,保密,1572359167,0,0,赞
口琴仔,5,男,1572354493,0,0,什么神仙[大笑]
芥末章鱼烧_,6,保密,1572354016,0,0,我在柬埔寨也玩的很开心啊。JPG
桃花换酒小能手,5,保密,1572353649,0,0,关我章先生什么事？
L熙若Xr,5,女,1572352553,0,0,我想知道这些问题都彻底解决了没有[笑哭]
Nep_tuno,5,男,1572351883,0,0,在接受采访前，校长处于存在和不存在的叠加状态[滑稽]
蔚蓝身影,5,男,1572350432,0,0,有没有量子脱单的[偷笑]我男23[滑稽]
Vera子,6,保密,1571606580,0,0,我想看有始有终的，而不是一小节一小节的关键部分提炼
平衡侠Balance,5,保密,1570961978,0,0,不看了，越看越气，这些神逻辑的人还认为自己挺有理气人玩意。
世界上最不安的-人,4,保密,1570785799,0,0,。。。。。。。。。。。。
乐可可咳咳咳,5,保密,1569840532,0,0,我楼上厕所漏水，我联系的水电师傅处理这个事，好声好气给楼上说，他们什么时候有空，师傅上去处理一下，人还不高兴脾脾气气的
大家的166,5,女,1567748459,0,0,这水是让湄拉偷了吗[滑稽][滑稽]
大坏蛋QAQ嘤嘤嘤,6,男,1567488837,0,0,跟进呢  事情解决莫得啊   比如这个王董
只本阳,5,男,1565862907,0,0,那个机器人二代太沙雕了
哪个南瓜有我萌,6,保密,1565440665,0,0,笑死我了
xp是白金之星,5,女,1564548979,0,0,讲道理看到那个用水量我想到了杀人分尸用水冲掉，因为用水量急增而确定杀人犯的故事
开房要带照相基,5,保密,1564241374,0,0,新语音:是塑料呀
小御坂的哥哥,5,保密,1563963392,0,0,传奇
等待起飞的山东爱马士,5,保密,1563853141,0,0,我特么以为是走近科学串台了
白起我要吃面条,5,保密,1561951383,0,0,逻辑鬼才，
冷库战士,6,男,1561906563,0,0,能感受到你的心里，家母也是干这一行的。
乌衣月,6,女,1560685286,0,0,这个系列好好看哈哈哈哈哈
威局威段,5,男,1560052717,0,0,ysl？  呀 屎 啦？
撕夢,5,男,1559578716,0,0,…………那个王懂的自动回复机器人百度上有可以这很骚每个句子都是一样的😂
無言花甜了,6,保密,1558964531,0,0,时辰你看这个锅它又大又圆╮(‵▽′)╭
爱护我的风景,5,保密,1558957714,0,0,物业永不负责，除非用户全责
我哩kk,5,保密,1558796016,1,0,我现在的房东就是这样。谁住进去东西坏了，就谁赔。我操。那电热水器，我住进去之前，就从来没洗过内胆。我要被电死，还特么得赔他一个新的电热水器。房东，我祝你阖家富贵。
账号已注销,0,保密,1558528352,0,0,主要中国没人真正的管这些事
ndyhsndye,5,保密,1557933762,1,0,职业原因看了7年浙江的新闻节目，最喜欢的是1818黄金眼
小闲吃粑粑,4,女,1557842270,0,0,笑死了
Kssssssss灬,6,男,1557760024,0,0,惊了，我想问问节目里的评论都是哪里选出来的啊？人均品牌经理嘛？？？(指ysl那个新闻)
小野寺优春two,5,保密,1557754079,0,0,漏水那个……我家水龙头全开都跟不上……
