name,level,sex,ctime,rcount,like,content
流汗的仓田同学,6,男,1550198527,0,13,妈耶！上了初中就没怎么看1818黄金眼了，1818黄金眼官方账号刚入B站就关注了。。还是那句话1818黄金眼，我的快乐源泉(｡･ω･｡)
折原完了,6,保密,1549724253,0,12,"宾利我买的
是塑料啊
爷爷买个傻蛋
你也是一个大学生是吧
没办法大家开心就好
乌云永远遮不住太阳

！！！b站新增语音功能了"
Re-YuanZI,5,女,1549721126,0,11,天德池老板看了想鼓掌
Spring沁,6,女,1549718915,0,11,有人整理这期提到的av号吗！
我肯定不是非洲人,5,男,1550151641,0,10,"今天就是情人节了，推荐各位看看柯南
第6集：情人节杀人事件 
第19集：6月新娘杀人事件 
第98集：小五郎约会杀人事件
第106.107集：初恋情人回忆事件
第141.142集：结婚前夜的密室事件 
第266集：情人节的真相 
第532集：初恋的伤痕
第659集：背叛的白色情人节 
第692.693集：赌上性命的恋爱转播
第719集：婚礼前夕 有情人终成兄妹
第799集： 消失在暴风雪中的恋人
希望大家喜欢，
毕竟老夫也不是什么恶魔"
tp虚无,6,男,1559567102,0,9,"敏宝宝全集
第一集 av27026091
第二集 av27783695
第三集 av27799535
第四集 av28237377
第五集 av28647274
第六集 av29080543"
宜修的八百个心眼子,6,女,1549860984,0,9,没有波粒二象性差评
袁先生世界第一可爱,6,女,1549782436,3,7,哈哈哈哈20s看到自己的留言上墙啦，开心ε=ε=(ノ≧∇≦)ノ
塔羅占卜師,5,保密,1549767977,0,7,"敏宝宝（宾利宝马，我买的还有银泰城）
橡胶娃娃（肉灵芝呀大补）
傻蛋机器人（1+1等于几来着？）
华山连天（美容还是整形）
小吴（我是不会进娱乐圈的）
小吴（我有8套房）"
余生只剩浪-,5,男,1550151999,0,6,"情人节了没啥送你们的  送歌吧
《体面》
《说散就散》
《分手快乐》
《分手那天》
《分手就分手》
《分手》
《分手的距离》
《分手假期》
《分手在那个秋天》
《分手总要在雨天》
《分手以后》
《分手的拥抱》
《分手吧》
《分手了就不要再想起我》
《分手的伤》
《分手总在秋天》
《分手了别来打扰我》
《分手依然爱你》
《分手吧是我让你累了》
《分手的理由》
《分手后的伤》
《分手也不一定分手》
《分手之后不在挽留》
《分手后不要做朋友》
《分手不是我要的结果》
《分手需要练习的》
《分手日记》
《分手十次方》
《分手的季节》
《分手物语》
《分手了就不要记得我》
《分手了就不要联系》
《分手了就不要再联络》
《分手了就不要回头》
《分手吧算了吧》
《分手歌》
《分手纪念》
《分手了就不要再继续》
《分手》
《分手快乐》
《好心分手》
《分手没有什么大不了》
《和平分手》
《天亮以后说分手》
《第二代次分手》
《爱到尽头是分手》
《不该和你分手》
《选择分手》
《流着泪说分手》
《不能和你分手》
《我们能不能不分手》
《快乐的时候说分手》
《坚强分手》
《来生不分手》
《笑着说分手》
《和寂寞说分手》
《无痛分手》
《全世界分手》
《和她分手》
《风一样分手》
《不能分手的分手》
《分开也不一定分手》
《不爱了就分手》
《不能分手的分手》
《就这样分手》
《动不动说分手》
《永远不要说分手》
《不要轻易说分手》
《你凭什么说分手》"
苏爧雲,6,保密,1550147978,0,6,我一直以为只有一个小吴，结果今天发现另一个小吴更是天秀。
笙声入心,6,保密,1549718218,0,6,有人列出上述视频的av吗(=・ω・=)
忙昏了,5,保密,1549712733,0,6,敏宝宝 石太岁 二蛋 卞主任 理发小吴 相亲小吴
兰花冷月葬,3,男,1549710202,1,6,不是48我吃屎。
超级L,6,男,1550667413,0,5,没有“光的波粒二象性”吗
火山怪鸟巴顿,6,男,1549991543,1,5,居然没有量子纠缠(=・ω・=)
入梦九影,6,男,1549900913,0,5,好你个1818黄金眼，是想笑死我吗？[小电视_害羞]
鲍斯通-,6,女,1549848807,2,5,再搞一期吧，牛由优老师呢
hellojayjay,6,女,1549727269,0,5,要天德池的那个，啊哈哈哈，好邪恶，电视上看到太岁这个笑出猪叫啊，主编大人你是魔鬼！
普冷姆plum,6,男,1549712125,0,5,"哦吼吼，我上电视啦，0分19的时候呐(°∀°)ﾉ
感谢浙江卫视，感谢1818黄金眼能给我这次机会，我会继续努力坚持看下去的！(｀・ω・´)"
-TBTBB-,5,保密,1549710613,0,5,那个网站上的肉灵芝看着有点眼熟，有点像名器屁股[小电视_害羞][小电视_害羞]
账号已注销,0,保密,1550147336,0,4,大家记住媒体有时候比民警还管用
ghfjhfdjhad,5,保密,1550145647,1,4,"今天就是情人节了
你想象一下  十年之后  你结婚了
小孩很熊  你老公是你并不喜欢的人
工作很累  天天下班对着这个老头子
还得天天吃他做的饭
孩子不听话还要你教
看到老公又没有上床的欲望
生活的压力围绕着你
你想从楼上跳下去又不敢
那个时候
你会不会后悔  今天没有点开我的头像发一句
“在吗”"
Schnaschnappipi,6,保密,1550052357,1,4,这哪是民生新闻啊( ´_ゝ｀)这分明是造星工厂啊
忙昏了,5,保密,1549712420,0,4,完了…我都是秒懂，难怪我研究生考不上
风夏何然,6,男,1550931753,0,3,“小吴”也凉了23333333
成功的班,6,保密,1550396274,0,3,竟然没有“好的‘尤’老师”，“水晶晶”姐，和“天德池五雷拍*掌”差评（￣へ￣）
路西泽斯,5,保密,1550233832,0,3,吓得我立即把这一期发给我妈了，她不懂这些套路和骗子伎俩( ´_ゝ｀)
智障先疯,4,男,1550108527,1,3,酿籽揪馋～下期再见～
是狼是狗_分不清,6,保密,1549981921,1,3,阿玛尼轩，前列腺保养及晴天汉林等发来贺电
芒晨呐,6,女,1549951344,0,3,阿玛尼轩和波粒二象性呢！！！
肉馅馒头,6,保密,1549763612,0,3,跪求！！！！1818做合集！！！月合集或者季度合集也可以！！
处女炸双鱼,6,保密,1549716896,0,3,来个大佬给我以上所以av号。[芮小凸小凹_超棒]
喂喂什么呀不懂,6,保密,1549714580,0,3,"小吴，一个用剪影就能让我思念的人。
回眸一笑百媚生"
打小就开始摆烂的小白,5,保密,1556875118,0,2,看了这么多集...emm..我tm也想上节目，导演！导演！导演！我要上春晚。呸，上节目，上节目
耗子萎之,6,保密,1555823931,0,2,那个眉毛的小吴好像和女孩撩骚被女孩曝光了
桃子爱吃烤鱼,6,男,1550464089,0,2,我想知道那些问题是都负责解决了还是拍一期就完了？
呷瓜ing,5,保密,1550201250,0,2,good job
Root_2nd,6,保密,1550161248,0,2,封面的发际线是认真的吗
山行日换,6,保密,1550152118,0,2,请用你的右手拇指挡住封面男生的头发(=・ω・=)
量子少年-LogicA,5,保密,1550149556,1,2,"我是谁？
你以为我是黄金眼，其实！
是我DIO哒！！！"
Hoshino鹿,6,男,1550147520,0,2,1818黄金眼比电视剧都好看
都给我戴好口罩,4,男,1550147256,2,2,女生们，告诉你们一个秘密，在情人节13点14分给110打520次电话会有一群身穿黑色制服的壮汉♂给你敲门。(亲测有效)
白熊lceBear_,5,保密,1550146367,0,2,原来相亲会被骗，感谢黄金眼让我发现单身的好处(=・ω・=)
今野千里,6,保密,1550069774,1,2,我大概50分😂
W救赎_ftcy,6,保密,1549877734,0,2,最sao的是最后谈出来的是追番不是关注哈哈哈
情人不再游天地,5,保密,1549804594,0,2,我还以为是 又是你 不是你 你是谁等主持人还有各记者
慧眼独具,5,男,1549795493,0,2,我是天德池五雷拍b手入坑的
管埋员001,5,男,1549766458,0,2,我是谁，我在哪？
九月新学期,5,保密,1549765332,0,2,一个字勾，两个字勾力。。哦不对。隐忍、、
-lvlup29,5,保密,1549764220,0,2,胖丁，这次我可不会上当了
阿宝要喝冰阔落,5,男,1549731869,0,2,想看敏宝宝和卞主任的集合(｀・ω・´)
西西西西子cc,4,保密,1549722997,0,2,钥匙只有一把的 配都配不来的
十四行,6,男,1549722266,0,2,没有量子力学，不开心
我的三四年,6,男,1549719046,0,2,我都认识，尤 牛 怎么没上
_Lrrr,6,男,1549717908,1,2,¡ǝɹɐ noʎ oɥʍ ʍouʞ uɐɔ I os uoʇʇnq ǝɥʇ ʞɔı̣lɔ uɐɔ noʎ 'ƃuǝʇuɐpǝpuɐı̣x lǝǝɟ oslɐ noʎ ʇɐɥʇ suɐǝɯ ǝƃɐssɐd sı̣ɥʇ pɐǝɹ uɐɔ noʎ ɟı̣ 'ǝƃɐssɐd sı̣ɥʇ uı̣ ƃuı̣ɥʇǝɯos noʎ llǝʇ oʇ ǝʌɐɥ
呜呜呜小同学,6,保密,1549715489,0,2,啊哈哈哈哈，全对٩(๑^o^๑)۶
p残月q,6,女,1549711061,0,2,"bilibili@黄金眼
 追番"
想要帮忙请留言我住隔壁我姓袁,5,男,1549710916,1,2,我一个江苏人，最熟悉的居然是浙版新消法一条规定。╮(￣▽￣)╭
不转运不改名,5,保密,1549710276,0,2,1818电视剧
嫩真中嘞,5,保密,1549710014,1,2,哦嚯
香酥饼干,5,保密,1596601690,0,1,虽然说看着吐槽很爽，但是没有后续的结果吗[委屈]好气啊那些不讲道理的人
奶味猫猫豆腐,5,女,1595657973,0,1,想知道这些事情最后是怎么解决的
羊兮_,6,男,1578141788,0,1,对对对我就是可乐喝多现在吃凉一点的东西牙齿就麻的不行
Day92,6,女,1565590735,0,1,b站审核逼走了多少up主[微笑]
勾住你啦逛gai的,6,保密,1562327451,0,1,"你有文化那就好看我套路你，
你没文化，大家都是文明人，我打不过还套路不了你"
浪斯罗特,6,男,1561435869,0,1,没有一起说怎么处理了，没一个有结果的
亮閃閃的小粉刀,6,男,1560009480,0,1,第四集真的好看，极其好看，基本都认识
白学家路过,6,保密,1557150208,0,1,那个王董最后的结局呢有人知道吗？
jason噢,6,保密,1556856298,0,1,卖茶叶的我也遇到过 哈哈
德喵喵喵喵,6,男,1556114404,0,1,最后那个人 笑死我了[惊喜]
你怎么不上天呢,5,保密,1555828909,0,1,1818黄金眼我快乐的源泉
老实的韭菜,5,男,1555823056,0,1,这个社会没救了
能鸽善鹉哟,5,保密,1550932389,0,1,怎么不说后面的结果，有什么用。
能鸽善鹉哟,5,保密,1550932283,0,1,。(╯°口°)╯(┴—┴
鸭鸭压压,5,女,1550820708,0,1,我他妈真的笑死了hahahahhahahhh
崖婆顶庙,5,保密,1550560340,3,1,本人在杭州待了11年。发现杭州奇葩是真心多。碰到的大多数热情，热心，友好的都是外地人，不要脸，冷漠，尖酸刻薄大部分都是杭州本地人
35058850252_bili,5,保密,1550412733,0,1,23333333，一期一期的一个个都是人才，说话又好听
小花花我是泥巴巴,6,女,1550412297,4,1,每次播完都没有结果，只知道这个事，没解决，这个节目有什么意义( ´_ゝ｀)
hy蓝渊,3,保密,1550339126,0,1,能笑死我
橡皮切铅笔,5,保密,1550340967,1,1,这个置顶64楼被我拉黑，讲了什么
苍の井の空,6,男,1550334436,0,1,这个bilibili黄金眼啊，我是期期都看
-信蜂-,6,男,1550186660,0,1,情人节温馨提示您 姿势千万条 安全第一条 动作不规范 孕棒两条杠
格瑞特521,6,保密,1550165101,0,1,冲着发际线直奔而来
大王叫我来巡山____,6,男,1550155524,0,1,什么都好，就是太短小！
秒雨pada,6,女,1550154131,0,1,哈哈哈哈哈哈哈封面的小吴，在连续剧里这张照片就被拉出来反复鞭尸，现在又被放在了推荐封面上，这是要笑死我吗哈哈哈哈真惨
爷是脸着地的仙女,6,保密,1550149129,0,1,这封面男主我还以为是于妈抱着哪个妹子→_→
该账号已被废弃,6,女,1550147054,0,1,我居然全部都认出来了，应该是这些太典型了吧哈哈哈，我看1818都是跳着看的
小小哈司令,6,男,1550146188,0,1,封面这发际线…高…实在是高
醉倚深秋莫凭栏,5,男,1550145911,0,1,晚婚晚育，少生优生。中华人民共和国计划生育委员会祝广大青年节日快乐！(=・ω・=)
悠穹の神迹,5,保密,1549944027,0,1,谁说人工智障就不等于人工智能了
鲲之大烧烤更佳,4,女,1549899098,0,1,哈哈哈哈哈哈哈哈哈哈哈哈快乐源泉
每天一杯快乐水,6,保密,1549858000,0,1,最后小吴念诗高能
jo是我狗狗哒,6,保密,1549854486,0,1,全对舒服了[小电视_笑]
我需要欧气哭唧唧,6,女,1549821772,0,1,为了小杨我要补敏宝宝篇（￣▽￣）
米哥解说,6,男,1549785732,0,1,官方皮才是真的皮
小黑不是小黒,5,女,1549783190,0,1,我不管，我要银泰城，宾利我买的，法拉利我买的，今天来看看我的银泰城，好像快要开业了(｀・ω・´)
圆豆溜,5,女,1549780708,0,1,每条都看过，铁杆认证(=・ω・=)
我要吃霸王龙,5,保密,1549771629,0,1,肉林芝( ´_ゝ｀)
Anothemesa,3,保密,1549768777,0,1,我是超威蓝猫
楚朝,6,男,1549738081,0,1,下期做蜜汁对焦吧
小新某酱,6,男,1549731575,2,1,玛莎拉蒂我买的
JFSN,5,保密,1549728136,0,1,100分
宁王弟弟,5,保密,1549727524,0,1,看1818保智商防受骗
一兜菜色,6,保密,1549725313,3,1,哪个尤啦
逸灵兔123,5,女,1549725245,2,1,我竟然有两个没看出来。。。。。[2233娘_大哭]
膨胀的Guu酱,6,保密,1549723663,0,1,最近几天的主持人是漂亮小姐姐哦，怎么不剪进来呢？
i喝胡辣汤,5,保密,1549722398,0,1,18年名场面全齐了
韩子晞,6,男,1549721604,0,1,一次看这么多，好开心，好爽啊！
yifantt,5,保密,1549721458,0,1,纪录片警告
晏几道弯,6,保密,1549718950,0,1,我不想做题，我只想看小杨
啊吧橙,5,男,1549718474,0,1,没有天德池吗？[小电视_笑]
Gtukinoli,6,男,1549717256,0,1,看到封面我就想说：蒜头王八!!
你又在摸鱼,6,保密,1549717017,0,1,脑智慧可能是明年的测试卷
草原批头士,6,女,1549716701,1,1,あれは 誰だ 誰だ 誰だ
魔界人不要面子的吗,6,保密,1549716281,0,1,百脑汇去哪了，我最喜欢百脑汇了ε=ε=(ノ≧∇≦)ノ
租借女婿,6,男,1549715634,1,1,太岁的那个让我看了逼站所有关于太岁的视频(=・ω・=)
羌笛酱在线自闭,5,保密,1549715450,0,1,hhhhhh每个都看过
哒哒哒不会说谎,5,男,1549715574,0,1,大型鞭尸现场哈哈哈哈
凌小枫LXF,6,男,1549714085,0,1,57s 你的号没了
画虎_,5,男,1549713922,0,1,这期笑死我了哈哈哈
电饭锅水蜜桃,6,男,1549713547,0,1,子弹滞销，帮帮老人
就好像一条狗,6,女,1549713134,0,1,我还以为几位主播要一次出现考考我们究竟是又是你爱上你不是你还是你是谁哈哈哈哈哈哈哈
Fit可乐,5,保密,1549712649,0,1,一加一确实等于一因为那个加其实是剪刀✂也就是说另一个小伙子不知道是否上奉啊至于解决了原来买了个天才啊我都害怕了
剑飞幻灭,6,保密,1549712524,0,1,比起敏宝宝我还是喜欢卞主任
变沉的鱼,5,保密,1549712431,0,1,笑死我了 很喜欢1818 加油
云间月怜,6,保密,1549712196,0,1,卧槽居然变番剧模板了
希露希露希,6,男,1549712027,0,1,我 是 恶 魔 人 （
信仰provider,6,男,1549711824,0,1,1818黄金眼记者报道。
卤蛋我太,6,保密,1549711730,0,1,新的一年让我们期待新的大型连续剧。[芮小凸小凹_超棒]
傅圆慧,6,保密,1549711159,0,1,谁还记得大明湖畔的天德池
吃c瓜,6,男,1549711527,0,1,二蛋机器人广告 av27040615 (°∀°)ﾉ
别喝可乐了会胖,5,保密,1549710779,0,1,我都认识，除了小吴没一个能叫上名字的
使用气泡水溅跃,6,男,1549710753,2,1,这期真的很精华（ '▿ ' ），期待老娘舅和相亲才会赢也能来b站(￣ε(#￣) Σ
钢枪控,6,保密,1549710670,0,1,俩小吴真是1818双雄[2233娘_大笑]
-伤心桥下春波绿,6,保密,1549710494,0,1,科科
九头蛇官方账号,6,男,1549710486,0,1,小吴预订（两个都是）
碎不秃,6,女,1549710483,0,1,封面一看头像就感觉是小吴！眉得办法！
TGSpace,5,男,1549710457,0,1,尤老师，发际线……这些都是奇葩……
天天是6,6,男,1549710704,0,1,我是谁？⌒  ⌒
念叁笙,4,女,1549710344,0,1,哈哈哈石太岁是塑料模特
Ahsduh,5,男,1549710296,0,1,这期简直灵魂所在啊( ´_ゝ｀)
九头蛇官方账号,6,男,1549710817,0,1,真眉有办法(｀・ω・´)
韶年Q,5,男,1549710394,0,1,让我印象最深的大小吴
嘻K,6,男,1549710064,0,1,提醒我做寒假试卷，举报了[小电视_好怒啊]
偢-,5,保密,1549710055,0,1,来了老第
牧濑红莉栖哦,6,男,1549710024,0,1,三个
作死小能手的蠢萌内心,4,保密,1549710251,0,1,你们好快啊
磊哥的老咸鱼,6,保密,1549710107,0,1,告诉50楼我爱他
Neuron神經元,5,男,1549710059,0,1,前前前
诘雯酱,4,保密,1638025085,0,0,怎么联系黄金眼
Fusuil1,5,保密,1633408285,0,0,每期都没有结尾
摩尔曼斯克不冻,4,保密,1632222630,0,0,小吴第几期，我想追
小鸟鸟飞啊飞,3,保密,1632054700,0,0,冷者神龟
小鸟鸟飞啊飞,3,保密,1632054493,0,0,眼泪笑出来了，傻蛋hhh
5毛不是硬币,4,保密,1626079764,0,0,我也做了鼻子，肋骨加硅胶，鼻头哪里是肋软骨，确实有点硬，属于正常现象，但是视频里面那个女生的鼻头感觉没做好，不知道他做的是啥材料
以爱创做化作未来宗旨,4,保密,1625843397,0,0,华东师范也不错啊[藏狐]
轻轻子聿,5,保密,1622934911,0,0,好家伙，总集篇
因为男朋友所以健身,4,男,1618489076,0,0,看过小吴的阿刁！  真难看
我想出去浪一浪,6,保密,1618487142,0,0,这世界太险恶了
不会开车的长弓,6,男,1610624741,0,0,笑死
Disaster,6,男,1608438650,0,0,全明星合集
萼木瓜sherry,5,女,1596539760,0,0,[tv_doge][tv_坏笑][tv_吐血]
盧浮魅影,5,保密,1581957783,0,0,不知道是不是我的错觉，感觉现在的社会上到处是骗子！！！
绘见Emi,6,保密,1581050935,0,0,石太岁[偷笑]
tttmmyy,6,保密,1572668716,0,0,这都没后续，我还是去1818吧
夜丿疏桐,5,保密,1572490770,0,0,这个不是b站一个up吗？哇！[妙啊]世界真小
萧季,6,保密,1572354723,0,0,没看过这个节目不过写的蛮有槽点的，不过你光写经过不写结果我压根没看懂什么意思，跟视频里的事件让人无语，确定不是跟视频里的开发商一个套路[笑哭][笑哭][笑哭]
三太黒醋,5,女,1572353125,0,0,不要用问句回答问题
我是中国人cys,6,男,1572344509,0,0,怎么bilibi@黄金眼呢？
你才帅到掉渣呢,5,保密,1571061137,0,0,我居然在B站看新闻
长腿o叔叔,5,男,1565277044,0,0,请问你们帮助他人解决问题了吗？怎么看不到问题解决的结果.
美しい星空う,5,男,1561709170,1,0,一加一用二进制计算确实是等于一[doge]
JasonGideon1,6,保密,1561694062,0,0,看了黄金眼。。真的是看到了世界的不少人渣
美玲-萌-総務省大臣,5,保密,1561128438,0,0,最后的小吴还是个文豪啊，真的666666
账号已注销,0,保密,1560518154,0,0,这是塑料啊！
魏子楚,5,女,1560166874,0,0,为啥这些事都没结局？
波奇菌,6,保密,1559806991,0,0,你们怎么不把坏人的结局说出来呢？坏人最后遭到相应的惩罚了吗？
星尘斗士繁星桑,6,男,1559651117,0,0,我只想知道前面的事件热度过了后有没有后续
土豆先森の,5,保密,1559645962,0,0,这...收了费车子挂了碰了可得赔哟
本大爷要吃啵奇塔,6,保密,1559616507,0,0,那咋解决这些不合理的问题呢
撕夢,5,男,1559578939,0,0,太岁！😂😂😂😂
甜酒果kookk,5,保密,1559437922,0,0,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
爱护我的风景,5,保密,1558958261,0,0,小吴才是真大佬
紫木魚,5,保密,1558539999,0,0,第一次在哔哩哔哩上追剧竟然是追新闻[滑稽]
慧言,5,保密,1557896816,0,0,这些播出的问题到最后都解决了吗？
妹子哪有锤石好玩呀,6,男,1557599036,0,0,还....真全看过[小电视_害羞]
爆炒小米椒,4,女,1557315708,0,0,教授：我累了
3b0安全卫土,6,男,1557203304,0,0,1+1=1没问题，前两个是普通话发音，第三个是粤语发音[喜欢][抠鼻]
E一一丨一,5,保密,1557195640,0,0,啥时候搞得这个官方up。我之前都是看视频。现在都出专栏了
无用的自我感动,6,保密,1557149746,0,0,我也想买个智能机器人，小爱怎么样？
狂吸你的维他,3,保密,1556899235,0,0,最后一幕那个女的好像我前女友。。。。
丧丧不想丧丧,5,保密,1556893950,0,0,什么剪辑软件鸭？最后结局那个音乐是啥来的
大丈夫不惧死亡,5,男,1556862826,0,0,怎么没有事情的后续啊
伏旻丶,6,男,1556856067,0,0,心疼丁教授
小生乃空气,6,保密,1556390532,0,0,眉有办法不也没太在意表情包这件事，cxk不出来反省自己?
旱饼冷凹,6,保密,1556379226,0,0,停车这个太常见了，我去外地自驾游的时候，山上的免费观景台都有人拿个小板凳收钱。
拾叶者,6,男,1556373970,0,0,1+1=1，布尔代数吗，这么高级→_→
钓鱼小萝莉,6,男,1556113865,0,0,怎么会有这么好看的节目！！！
爱恰饭的毛病改不掉,6,保密,1555745600,0,0,说实话，我更想知道在对面已经开始在明摆着耍赖过后怎么弥补自己的损失，
mio_O_0,5,保密,1555691543,0,0,哇，好好玩啊这节目
我只用华为手机,5,男,1555414611,0,0,为什么是3分之一，而不是2分之一[嫌弃]
双下巴妖怪,3,保密,1555412542,0,0,哪里看完整的报道
石溪离墨,6,保密,1554972943,0,0,我来了(｡･ω･｡)
Qeont奶噗,5,女,1553300902,0,0,(ﾟДﾟ≡ﾟдﾟ)!?www小吴
soul藤和艾莉,6,男,1552831804,0,0,哈哈哈哈😂在国外笑出猪叫
混子老王-,5,男,1552188975,0,0,我想说有没有补肾壮腰的
时短路长,6,保密,1552146104,0,0,其实我今天才看到有这节目……之前从没想到B站上还有新闻节目，个人感觉，B站现在基本上什么类型的视频都有，竭力满足更多的不同观众的需求，挺好的，赞一个(=・ω・=)。
只木目心手高金戋,5,女,1550948108,0,0,半夜三点笑的肚子疼
becca是喵喵,6,女,1550926661,0,0,这些相亲网站都是骗人的，都是请来的托
bili_73489996,5,保密,1550509774,0,0,我是谁？？
bili_5799780,6,保密,1550367579,1,0,后续结果怎么不报道？
BUGZERONE,6,男,1550366008,0,0,这些事的后续呢
兔子怎么不见啦,5,保密,1550360798,0,0,[狐妖_不明嚼栗]啧啧啧
稍等我点只烟,5,保密,1550336039,0,0,这期做的笑死我
年年都有李泽言,5,女,1550334347,0,0,教授好像有太岁来着
太贵了改不起名了,6,保密,1550331237,0,0,想起了某地新出土的名器倒模也被当成了太岁
-程诺,6,男,1550315468,0,0,怎么没有第五集？
黄瓜狗,5,保密,1550287258,0,0,上次看1818的时候看到了B 站的广告耶[小电视_笑]
费城计划,5,保密,1550202461,0,0,都不知道
夜无痕25,6,男,1550187906,0,0,整容那个主任没认出来，其他都猜到了[小电视_笑]
给你五毛不用找了,6,保密,1550176916,1,0,二蛋那个真的笑死我
bili_127436,5,男,1550174397,0,0,徐总鼻孔惊艳！
叫我胡巴大人,5,男,1550162602,1,0,[小电视_吃惊]我还以为，黄金眼的这些奇葩新闻，都是自己公司演员做的呢[小电视_吃惊]看了团团都来打气，原来这些奇葩都是真的[2233娘_吐魂]
墨染嫣宸,6,女,1550160419,0,0,"过了12点，又是新的一天╮(￣▽￣"""")╭"
月瑟风倦,5,男,1550155922,0,0,卞主任没看过(〜￣△￣)〜
1398008138,5,男,1550153970,0,0,发际线适配
握鱼,5,女,1550153925,0,0,封面这发际线有点高啊
卫曙梧,6,保密,1550153701,0,0,封面长得好像西虹市首富的教练呐
鱼签,6,男,1550153187,0,0,大家情人节快乐咯
大橘剑客,6,男,1550150689,0,0,我是谁？我在哪？我为什么要看黄金眼？
azuazuazu,5,女,1550149906,0,0,哈哈哈哈哈哈哈哈哈哈哈哈哈哈
满口袋的钱,6,女,1550148908,0,0,水晶晶beautiful呢？
历历历历历久弥香,5,女,1550148436,0,0,不够看啊，强力建议1818黄金眼每期时间长一点。
緑箭口香糖,6,保密,1550148588,0,0,封面这发际线。。。
副厂彦祖,5,保密,1550147332,0,0,老吴同款发际线
沧璟箜,5,保密,1550146877,0,0,小吴封面发际线像清朝人
真的不知叫什么的,6,保密,1550146348,0,0,up，封面是我们亲爱的吴老师吗
董鄂九九,6,女,1550146235,0,0,想想我是什么时候关注的呢？哦，对了，整容失败
LT57,5,保密,1550146120,0,0,"情人节了没啥送你们的 送歌吧
《体面》
《说散就散》
《分手快乐》
《分手那天》
《分手就分手》
《分手》
《分手的距离》
《分手假期》
《分手在那个秋天》
《分手总要在雨天》
《分手以后》
《分手的拥抱》
《分手吧》
《分手了就不要再想起我》
《分手的伤》
《分手总在秋天》
《分手了别来打扰我》
《分手依然爱你》
《分手吧是我让你累了》
《分手的理由》
《分手后的伤》
《分手也不一定分手》
《分手之后不在挽留》
《分手后不要做朋友》
《分手不是我要的结果》
《分手需要练习的》
《分手日记》
《分手十次方》
《分手的季节》
《分手物语》
《分手了就不要记得我》
《分手了就不要联系》
《分手了就不要再联络》
《分手了就不要回头》
《分手吧算了吧》
《分手歌》
《分手纪念》
《分手了就不要再继续》
《分手》
《分手快乐》
《好心分手》
《分手没有什么大不了》
《和平分手》
《天亮以后说分手》
《第二代次分手》
《爱到尽头是分手》
《不该和你分手》
《选择分手》
《流着泪说分手》
《不能和你分手》
《我们能不能不分手》
《快乐的时候说分手》
《坚强分手》
《来生不分手》
《笑着说分手》
《和寂寞说分手》
《无痛分手》
《全世界分手》
《和她分手》
《风一样分手》
《不能分手的分手》
《分开也不一定分手》
《不爱了就分手》
《不能分手的分手》
《就这样分手》
《动不动说分手》
《永远不要说分手》
《不要轻易说分手》
《你凭什么说分手》"
病名为妄,6,保密,1550146010,0,0,祝今天开房的姑娘都来大姨妈
奇迹的复活,5,男,1550145992,0,0,异端审判！
